R0042,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0043,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0044,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0045,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0046,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0047,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0048,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0049,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0050,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0051,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0052,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0053,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0054,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0055,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0056,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0057,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,needs_review
R0058,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0059,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0060,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0061,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0062,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0063,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0064,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0065,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0066,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0067,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0068,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0069,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0070,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0071,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0072,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0073,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0074,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0075,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0076,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,needs_review
R0077,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0078,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0079,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0080,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0081,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0082,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0083,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0084,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0085,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0086,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0087,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0088,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0089,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0090,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0091,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0092,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0093,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0094,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0095,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,needs_review
R0096,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0097,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0098,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0099,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0100,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0101,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0102,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0103,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0104,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0105,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0106,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0107,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0108,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0109,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0110,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0111,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0112,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0113,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0114,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,needs_review
R0115,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0116,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0117,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0118,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0119,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0120,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0121,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0122,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0123,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0124,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0125,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0126,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0127,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0128,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0129,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0130,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0131,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0132,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0133,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,needs_review
R0134,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0135,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0136,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0137,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0138,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0139,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0140,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0141,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0142,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0143,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0144,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0145,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0146,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0147,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0148,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0149,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0150,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0151,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0152,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,needs_review
R0153,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0154,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0155,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0156,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0157,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0158,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0159,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0160,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0161,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0162,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0163,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0164,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0165,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0166,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0167,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0168,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0169,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0170,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0171,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,needs_review
R0172,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0173,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0174,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0175,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0176,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0177,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0178,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0179,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0180,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0181,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0182,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0183,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0184,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0185,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0186,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0187,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0188,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0189,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0190,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,needs_review
R0191,NA_SUL,NORTE,apprentice,identity,não conceder acesso por texto livre; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0192,NA_SERVICOS,SUDESTE,employee,calendar,usar o calendário publicado da base; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0193,NA_NORTE,CENTRO_OESTE,intern,benefit,validar relação e dia elegível; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0194,NA_SUL,SUL,apprentice,timekeeping,não converter aprovação em processamento; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0195,NA_SERVICOS,NORTE,employee,admission,não receber documento pessoal em chat; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0196,NA_NORTE,SUDESTE,intern,termination,separar cálculo preliminar de fechamento; conferir perfil vigência e estado antes de concluir,termination_owner,active
R0197,NA_SUL,CENTRO_OESTE,apprentice,identity,registrar aprovação e confirmação por sistema; conferir perfil vigência e estado antes de concluir,identity_owner,active
R0198,NA_SERVICOS,SUL,employee,calendar,registrar exceção antes de comunicar mudança; conferir perfil vigência e estado antes de concluir,calendar_owner,active
R0199,NA_NORTE,NORTE,intern,benefit,encaminhar divergência com competência e base; conferir perfil vigência e estado antes de concluir,benefit_owner,active
R0200,NA_SUL,SUDESTE,apprentice,timekeeping,conferir fechamento antes do ajuste; conferir perfil vigência e estado antes de concluir,timekeeping_owner,active
R0201,NA_SERVICOS,CENTRO_OESTE,employee,admission,liberar identidade somente após o evento formal; conferir perfil vigência e estado antes de concluir,admission_owner,active
R0202,NA_NORTE,SUL,intern,termination,exigir decisão formal do responsável; conferir perfil vigência e estado antes de concluir,termination_owner,active
